,url,header,header_len,meta,meta_len,bytes,word_count,inlinks,unique_in,outlinks,unique_out,ext_links,unique_ext,pa,pub_date
598,https://www.mayoclinic.org/diseases-conditions/fibrocystic-breasts/symptoms-causes/syc-20350438,fibrocystic breasts,19,"Learn about this condition that's common in women, including symptoms, possible causes and testing to determine when breast cysts might need treatment.",151,49483,1404,14,6,81,52,67,45,0.0,2019-02-08
599,https://www.mayoclinic.org/diseases-conditions/uterine-fibroids/symptoms-causes/syc-20354288,uterine fibroids,16,Learn about these common noncancerous growths and what to do if you experience symptoms such as heavy menstrual bleeding.,121,59882,2119,19,8,92,63,72,49,1.0,2019-12-10
601,https://www.mayoclinic.org/diseases-conditions/fibromuscular-dysplasia/symptoms-causes/syc-20352144,fibromuscular dysplasia,23,"Learn more about this condition that can narrow different arteries, including ones that supply blood to your kidneys, brain, heart or abdomen.",142,50440,1748,15,9,76,48,67,45,0.0,2019-07-02
602,https://www.mayoclinic.org/diseases-conditions/fibromyalgia/symptoms-causes/syc-20354780,fibromyalgia,12,"This complicated disorder amplifies painful sensations by affecting the way your brain processes pain signals. Medications, therapy and exercise can help.",154,53347,1441,10,4,86,55,74,50,1.0,2017-08-11
603,https://www.mayoclinic.org/diseases-conditions/interstitial-lung-disease/symptoms-causes/syc-20353108,interstitial lung disease,25,"In interstitial lung disease, progressive lung can cause permanent breathing problems. Learn the causes, including many toxins in the environment.",146,53550,1983,19,10,81,51,67,45,0.0,2017-07-21
604,https://www.mayoclinic.org/diseases-conditions/pulmonary-fibrosis/symptoms-causes/syc-20353690,pulmonary fibrosis,18,"Pulmonary fibrosis — Learn about the symptoms, causes and treatment of this serious lung disease that occurs when lung tissue becomes damaged and scarred.",154,54587,2083,36,18,83,53,67,45,0.0,2018-03-06
605,https://www.mayoclinic.org/diseases-conditions/fibrous-dysplasia/symptoms-causes/syc-20353197,fibrous dysplasia,17,"Fibrous dysplasia — Irregular bone growths can cause pain, bone deformities or fractures. Treatments may manage pain and stabilize bones.",137,43157,1262,15,6,73,46,67,45,0.0,2017-08-07
607,https://www.mayoclinic.org/diseases-conditions/flu/symptoms-causes/syc-20351719,influenza (flu),15,"Learn more about the symptoms, causes and prevention of this potentially fatal viral infection that attacks the respiratory system.",131,68565,2899,8,3,82,50,89,66,1.0,2019-10-04
608,https://www.mayoclinic.org/diseases-conditions/swine-flu/symptoms-causes/syc-20378103,swine flu (h1n1 flu),20,Swine flu may refer to influenza in pigs or to an infection in humans caused by the H1N1v or H3N2v viruses. Learn more about how to prevent and treat flu.,154,49194,1740,11,5,82,47,67,45,0.0,2019-01-10
609,https://www.mayoclinic.org/diseases-conditions/pericardial-effusion/symptoms-causes/syc-20353720,pericardial effusion,20,"Learn the symptoms, causes and treatment of excess fluid around the heart.",74,44210,1198,20,15,75,48,67,45,0.0,2020-03-11
610,https://www.mayoclinic.org/diseases-conditions/fsgs/symptoms-causes/syc-20354693,focal segmental glomerulosclerosis (fsgs),41,Learn about focal segmental glomerulosclerosis (FSGS) diagnosis and treatment options at Mayo Clinic.,101,41783,1084,8,2,70,43,68,46,0.0,2019-10-24
611,https://www.mayoclinic.org/diseases-conditions/food-poisoning/symptoms-causes/syc-20356230,food poisoning,14,"Learn more about this foodborne illness that can cause nausea, vomiting and diarrhea within hours of eating contaminated food.",126,54036,2357,8,2,67,41,74,52,1.0,2017-07-15
612,https://www.mayoclinic.org/diseases-conditions/patent-foramen-ovale/symptoms-causes/syc-20353487,patent foramen ovale,20,Learn more about the causes and complications of this condition in which a hole in the heart doesn't close the way it should after birth.,137,50331,1761,13,7,73,46,68,46,0.0,2018-03-08
613,https://www.mayoclinic.org/diseases-conditions/greenstick-fractures/symptoms-causes/syc-20351962,greenstick fractures,20,"Greenstick fractures — Comprehensive overview covers symptoms, diagnosis and treatment of this childhood bone injury.",117,44203,1141,16,7,72,46,67,45,0.0,2019-02-12
614,https://www.mayoclinic.org/diseases-conditions/growth-plate-fractures/symptoms-causes/syc-20351979,growth plate fractures,22,"Growth plate fractures — This common childhood bone injury often needs immediate treatment as it can result in a shorter, longer or crooked limb.",145,45838,1286,16,7,74,47,67,45,0.0,2019-03-13
615,https://www.mayoclinic.org/diseases-conditions/stress-fractures/symptoms-causes/syc-20354057,stress fractures,16,Stress fractures are tiny cracks in bones often caused by overuse or osteoporosis. Learn how to prevent and treat them.,119,47731,1452,14,6,73,46,70,47,0.0,2019-09-17
616,https://www.mayoclinic.org/diseases-conditions/frostbite/symptoms-causes/syc-20372656,frostbite,9,Learn how to prevent frostbite by preparing for being outdoors in freezing temperatures and how to treat and recover from frostbite.,132,57502,2163,14,6,76,49,71,48,1.0,2019-03-20
618,https://www.mayoclinic.org/diseases-conditions/fuchs-dystrophy/symptoms-causes/syc-20352727,fuchs' dystrophy,16,"Fuch's dystrophy can cause eye pain and vision problems that worsen over time. Medications can help symptoms, but surgery may offer long-term relief.",149,43501,1169,7,2,76,46,67,45,0.0,2018-02-15
619,https://www.mayoclinic.org/diseases-conditions/functional-dyspepsia/symptoms-causes/syc-20375709,functional dyspepsia,20,Functional dyspepsia is burning stomach pain or other ulcer symptoms with no detectable cause. A range of treatments can offer relief.,134,43173,1040,10,5,73,45,68,46,0.0,2020-04-03
620,https://www.mayoclinic.org/diseases-conditions/conversion-disorder/symptoms-causes/syc-20355197,functional neurologic disorders/conversion disorder,51,Functional neurologic disorders or conversion disorder include nervous system symptoms affecting movement or the senses that are not caused by medical disease.,159,48446,1728,12,5,73,46,69,47,0.0,2019-10-05
621,https://www.mayoclinic.org/diseases-conditions/nail-fungus/symptoms-causes/syc-20353294,nail fungus,11,"Learn about symptoms, treatment and prevention of this common infection among older adults that causes nails to discolor and crumble.",133,49728,1686,10,5,70,44,70,47,0.0,2019-01-03
622,https://www.mayoclinic.org/diseases-conditions/pectus-excavatum/symptoms-causes/syc-20355483,pectus excavatum,16,Pectus excavatum causes the breastbone to sink into the chest. This can affect heart and lung function. Surgery helps correct the deformity.,140,46283,1236,26,16,81,52,67,45,0.0,2020-04-29
624,https://www.mayoclinic.org/diseases-conditions/gallstones/symptoms-causes/syc-20354214,gallstones,10,Gallstones are hard pieces of material that can form in your gallbladder. Learn about causes and treatment for this sometimes painful digestive disorder.,153,50673,1680,11,4,77,50,70,47,1.0,2019-08-08
625,https://www.mayoclinic.org/diseases-conditions/gangrene/symptoms-causes/syc-20352567,gangrene,8,"Learn more about the symptoms, diagnosis and treatment of tissue death due to a lack of blood flow or a bacterial infection.",124,52125,2246,14,6,72,46,67,45,0.0,2017-07-13
626,https://www.mayoclinic.org/diseases-conditions/gas-and-gas-pains/symptoms-causes/syc-20372709,gas and gas pains,17,"Learn about what is normal digestive system gas, what contributes to gas, and what you can do to lessen gas or gas pains.",121,44544,1409,7,2,70,43,69,46,0.0,2020-03-03
627,https://www.mayoclinic.org/diseases-conditions/gastritis/symptoms-causes/syc-20355807,gastritis,9,"Gastritis, or inflammation of the stomach lining, has many possible causes. Find out how to relieve the distressing symptoms.",125,48303,1615,11,4,72,45,69,46,0.0,2020-04-03
628,https://www.mayoclinic.org/diseases-conditions/viral-gastroenteritis/symptoms-causes/syc-20378847,viral gastroenteritis (stomach flu),35,"This condition, often called stomach flu, is usually harmless, except for infants and people with immunosuppression. Symptoms can usually be managed.",149,53811,2183,9,4,72,44,71,48,0.0,2018-10-16
629,https://www.mayoclinic.org/diseases-conditions/gastrointestinal-bleeding/symptoms-causes/syc-20372729,gastrointestinal bleeding,25,"Bleeding from anywhere in your digestive tract is a symptom of a disorder. Bleeding can be hidden or obvious, slight or severe.",127,47274,1501,7,2,72,43,67,45,0.0,2018-09-21
630,https://www.mayoclinic.org/diseases-conditions/gauchers-disease/symptoms-causes/syc-20355546,gaucher disease,15,An enzyme that breaks down certain fatty substances doesn't work properly in people with Gaucher disease. Enzyme replacement therapy often helps.,145,45146,1269,15,7,72,45,67,45,0.0,2020-04-17
631,https://www.mayoclinic.org/diseases-conditions/gender-dysphoria/symptoms-causes/syc-20475255,gender dysphoria,16,Find out about this type of distress that affects some gender-nonconforming people and how it can be treated.,109,45720,1343,8,2,78,50,67,45,0.0,2019-12-06
632,https://www.mayoclinic.org/diseases-conditions/genital-herpes/symptoms-causes/syc-20356161,genital herpes,14,"Genital herpes — Comprehensive overview covers symptoms, treatment of this highly contagious disease.",101,46680,1748,9,4,70,43,67,45,0.0,2017-10-03
633,https://www.mayoclinic.org/diseases-conditions/germ-cell-tumors/symptoms-causes/syc-20352493,germ cell tumors,16,"Germ cell tumors — Learn about innovative treatments for germ cell tumors, including ovarian cancer and testicular cancer, at Mayo Clinic.",138,38148,843,7,2,70,43,68,46,0.0,2019-05-25
634,https://www.mayoclinic.org/diseases-conditions/rubella/symptoms-causes/syc-20377310,rubella,7,Learn more about the symptoms and prevention of this contagious viral infection best known for its distinctive red rash.,120,49890,1995,10,5,68,42,69,46,0.0,2020-03-31
635,https://www.mayoclinic.org/diseases-conditions/giardia-infection/symptoms-causes/syc-20372786,giardia infection (giardiasis),30,"Stomach cramps, nausea and watery diarrhea could indicate a giardia infection. Find out how to treat and prevent this waterborne parasite.",138,46528,1761,7,2,67,41,68,46,0.0,2018-10-23
636,https://www.mayoclinic.org/diseases-conditions/gilberts-syndrome/symptoms-causes/syc-20372811,gilbert's syndrome,18,This inherited liver condition affects the liver's ability to break down red blood cells. It usually has no serious medical consequences.,137,44227,1224,11,4,70,44,67,45,0.0,2018-08-23
637,https://www.mayoclinic.org/diseases-conditions/gingivitis/symptoms-causes/syc-20354453,gingivitis,10,"Gingivitis is a common and mild form of gum disease that causes irritation, redness and swelling of your gums.",110,46836,1562,9,3,73,45,67,45,1.0,2017-08-04
638,https://www.mayoclinic.org/diseases-conditions/glaucoma/symptoms-causes/syc-20372839,glaucoma,8,Having regular eye exams can help catch glaucoma early and save your eyesight. Find out about symptoms and treatment for this vision-stealing eye disease.,154,50689,1935,7,2,72,45,69,46,0.0,2018-11-14
639,https://www.mayoclinic.org/diseases-conditions/glioma/symptoms-causes/syc-20350251,glioma,6,"Gliomas are among the most common types of brain cancer. Learn more about diagnosis and treatment, including innovative research to find new therapies.",151,57772,1857,47,24,91,62,69,47,0.0,2020-04-04
640,https://www.mayoclinic.org/diseases-conditions/krabbe-disease/symptoms-causes/syc-20374178,krabbe disease,14,"Find out more about this rare, inherited condition that damages nerve cells. Krabbe disease typically causes worsening signs and symptoms starting in infancy.",158,49945,1890,15,7,72,46,67,45,0.0,2020-05-21
641,https://www.mayoclinic.org/diseases-conditions/glomerulonephritis/symptoms-causes/syc-20355705,glomerulonephritis,18,"Learn about symptoms, causes and treatments for acute and chronic glomerulonephritis, a type of kidney inflammation.",116,50360,1755,14,6,75,48,67,45,0.0,2020-02-06
642,https://www.mayoclinic.org/diseases-conditions/golfers-elbow/symptoms-causes/syc-20372868,golfer's elbow,14,"Golfers, tennis players and others who repeatedly use their wrists or clench their fingers can develop this painful condition.",126,48266,1457,12,5,73,46,70,47,0.0,2018-09-28
643,https://www.mayoclinic.org/diseases-conditions/gonorrhea/symptoms-causes/syc-20351774,gonorrhea,9,"This common sexually transmitted infection often causes no signs or symptoms. Learn more about treatment, prevention and possible complications.",144,47693,1664,7,2,67,41,67,45,1.0,2019-12-06
644,https://www.mayoclinic.org/diseases-conditions/grand-mal-seizure/symptoms-causes/syc-20363458,grand mal seizure,17,Learn all about grand mal seizures — the type of seizure that can cause convulsions — and how to help if you see someone having one.,132,46815,1714,11,6,70,44,69,47,0.0,2019-06-18
645,https://www.mayoclinic.org/diseases-conditions/granuloma-annulare/symptoms-causes/syc-20351319,granuloma annulare,18,"Learn about this chronic skin condition that affects young adults and causes reddish bumps in a ring pattern, which usually go away without treatment.",150,43118,1130,7,2,72,45,67,45,0.0,2019-01-29
646,https://www.mayoclinic.org/diseases-conditions/granulomatosis-with-polyangiitis/symptoms-causes/syc-20351088,granulomatosis with polyangiitis,32,"Granulomatosis with polyangiitis causes inflammation in the blood vessels in your nose, sinuses, throat, lungs and kidneys. Prompt treatment is vital.",150,44796,1184,12,6,74,47,67,45,0.0,2018-12-20
647,https://www.mayoclinic.org/diseases-conditions/graves-disease/symptoms-causes/syc-20356240,graves' disease,15,"Learn about the signs and symptoms, causes and treatment of this immune system disorder that results in the overproduction of thyroid hormones (hyperthyroidism).",161,55802,1949,12,5,81,49,67,45,1.0,2020-01-07
