,url,header,header_len,meta,meta_len,bytes,word_count,inlinks,unique_in,outlinks,unique_out,ext_links,unique_ext,pa,pub_date
484,https://www.mayoclinic.org/diseases-conditions/diabetes/symptoms-causes/syc-20371444,diabetes,8,"Learn more about the different types of this blood sugar disorder, who's at risk and how each can be treated.",109,78005,3448,7,2,132,92,70,47,1.0,2018-08-08
485,https://www.mayoclinic.org/diseases-conditions/diabetes-insipidus/symptoms-causes/syc-20351269,diabetes insipidus,18,"Learn more about this unusual disorder that disrupts the body's fluid balance, causing excessive urination and possibly leading to dehydration.",143,48417,1614,11,4,70,44,67,45,0.0,2019-02-16
486,https://www.mayoclinic.org/diseases-conditions/gestational-diabetes/symptoms-causes/syc-20355339,gestational diabetes,20,"This high blood sugar disorder develops during pregnancy and can affect your pregnancy and your baby's health. Read about risks, prevention and treatment.",154,49494,1813,8,3,74,47,70,47,1.0,2020-02-27
487,https://www.mayoclinic.org/diseases-conditions/hypoglycemia/symptoms-causes/syc-20373685,hypoglycemia,12,"Low blood sugar can cause uncomfortable symptoms such as dizziness and confusion, and can quickly become serious if left untreated.",131,48637,2016,9,4,69,42,67,45,1.0,2020-03-13
488,https://www.mayoclinic.org/diseases-conditions/type-1-diabetes/symptoms-causes/syc-20353011,type 1 diabetes,15,"Learn about the symptoms, causes, treatment of this chronic condition in which the pancreas produces little or no insulin.",122,57702,2229,10,5,76,49,76,53,1.0,2017-08-07
489,https://www.mayoclinic.org/diseases-conditions/type-1-diabetes-in-children/symptoms-causes/syc-20355306,type 1 diabetes in children,27,"Know what symptoms to look out for, as well as more about diagnosis, treatment and daily living with this lifelong insulin-dependent condition.",143,47547,1643,8,3,71,44,69,46,0.0,2020-01-30
490,https://www.mayoclinic.org/diseases-conditions/type-2-diabetes/symptoms-causes/syc-20351193,type 2 diabetes,15,"Learn more about this common condition, including what symptoms to watch for and ways to prevent or slow this often weight-related condition.",141,62420,2598,8,3,82,54,79,53,1.0,2019-01-09
491,https://www.mayoclinic.org/diseases-conditions/type-2-diabetes-in-children/symptoms-causes/syc-20355318,type 2 diabetes in children,27,More children are being diagnosed with this blood sugar condition. Learn how to help manage or prevent this chronic disease in your child.,138,50518,1970,8,3,73,45,69,46,0.0,2020-01-31
492,https://www.mayoclinic.org/diseases-conditions/diabetic-coma/symptoms-causes/syc-20371475,diabetic coma,13,"Diabetic coma is a life-threatening diabetes complication. Learn about its causes, treatment and prevention.",108,51424,2218,8,3,69,43,71,47,0.0,2018-08-22
493,https://www.mayoclinic.org/diseases-conditions/diabetic-hyperosmolar-syndrome/symptoms-causes/syc-20371501,diabetic hyperosmolar syndrome,30,"Learn more about the symptoms, treatment and prevention of this life-threatening diabetes complication caused by extremely high blood sugar levels.",147,46324,1394,7,2,68,42,71,47,0.0,2018-05-03
494,https://www.mayoclinic.org/diseases-conditions/diabetic-hypoglycemia/symptoms-causes/syc-20371525,diabetic hypoglycemia,21,"Low blood sugar can make you feel awful, and is potentially dangerous. Learn about low blood sugar symptoms and treatments for someone with diabetes.",149,48197,1786,8,3,67,41,72,48,0.0,2020-04-03
495,https://www.mayoclinic.org/diseases-conditions/diabetic-ketoacidosis/symptoms-causes/syc-20371551,diabetic ketoacidosis,21,"Learn more about the symptoms, treatment and prevention of this serious diabetes complication.",94,46411,1748,13,6,70,44,67,45,1.0,2019-12-11
496,https://www.mayoclinic.org/diseases-conditions/diabetic-nephropathy/symptoms-causes/syc-20354556,diabetic nephropathy,20,Diabetic nephropathy is a common kidney disease in people with diabetes. Learn how treating your diabetes may help prevent serious damage to your kidneys.,154,53886,1934,27,15,73,44,71,47,0.0,2019-09-19
497,https://www.mayoclinic.org/diseases-conditions/diabetic-neuropathy/symptoms-causes/syc-20371580,diabetic neuropathy,19,High blood sugar can lead to nerve damage in feet and other areas of the body. Know the signs and how to take steps to prevent this diabetes complication.,154,55531,2323,8,3,77,48,71,47,1.0,2020-03-03
498,https://www.mayoclinic.org/diseases-conditions/diabetic-retinopathy/symptoms-causes/syc-20371611,diabetic retinopathy,20,Good diabetes control and regular exams can help prevent this diabetes complication that affects the eyes. Find out how.,120,52806,1963,8,3,74,46,73,48,1.0,2018-05-30
499,https://www.mayoclinic.org/diseases-conditions/diaper-rash/symptoms-causes/syc-20371636,diaper rash,11,Dealing with diaper rash? Follow these tips to soothe your baby's irritated skin.,81,46419,1977,8,3,67,41,69,46,0.0,2020-04-07
500,https://www.mayoclinic.org/diseases-conditions/diarrhea/symptoms-causes/syc-20352241,diarrhea,8,"Learn more about what causes this common, unpleasant digestive condition, and how you can treat and prevent it.",111,49964,1787,7,2,71,43,69,46,0.0,2019-05-16
501,https://www.mayoclinic.org/diseases-conditions/travelers-diarrhea/symptoms-causes/syc-20352182,traveler's diarrhea,19,"Travelers diarrhea — Know how to treat this international travel hazard when it strikes, and learn to avoid the contaminated food and water that cause it.",154,51546,2324,8,3,67,41,68,46,0.0,2019-05-16
502,https://www.mayoclinic.org/diseases-conditions/voice-disorders/symptoms-causes/syc-20353022,voice disorders,15,"Learn more about the causes of common voice disorders, such as laryngitis and granuloma, and how Mayo Clinic diagnoses and treats them.",135,41850,1058,9,3,80,50,67,45,0.0,2018-09-13
503,https://www.mayoclinic.org/diseases-conditions/dysphagia/symptoms-causes/syc-20372028,dysphagia,9,"Learn more about what causes persistent trouble swallowing, along with therapies for treating this condition.",109,50427,1803,11,4,77,47,67,45,0.0,2019-10-17
504,https://www.mayoclinic.org/diseases-conditions/diffuse-idiopathic-skeletal-hyperostosis/symptoms-causes/syc-20371661,diffuse idiopathic skeletal hyperostosis (dish),47,"Bony hardening of ligaments where they attach to your spine might cause no symptoms, or it can cause progressive pain and stiffness.",132,43721,1221,13,5,70,44,67,45,0.0,2018-10-26
505,https://www.mayoclinic.org/diseases-conditions/diphtheria/symptoms-causes/syc-20351897,diphtheria,10,This rare but serious bacterial infection can cause organ damage and breathing problems. This disease is often treatable but also preventable with a vaccine.,157,50462,1994,7,2,68,42,68,46,0.0,2020-01-01
506,https://www.mayoclinic.org/diseases-conditions/dislocated-elbow/symptoms-causes/syc-20371688,dislocated elbow,16,"Dislocated elbow — Comprehensive overview covers symptoms, causes, treatments of this common elbow injury.",106,44167,1438,9,3,70,43,67,45,0.0,2018-04-21
507,https://www.mayoclinic.org/diseases-conditions/dislocated-shoulder/symptoms-causes/syc-20371715,dislocated shoulder,19,"Dislocated shoulder — Comprehensive overview covers symptoms, causes and treatment of this shoulder injury.",107,49733,1590,12,5,73,46,72,49,0.0,2018-08-03
508,https://www.mayoclinic.org/diseases-conditions/dislocation/symptoms-causes/syc-20354113,dislocation,11,"Dislocation — Comprehensive overview covers causes, treatment of this painful injury. Dislocation occurs most frequently in shoulders and fingers.",146,43313,1300,12,5,71,44,67,45,0.0,2019-09-17
509,https://www.mayoclinic.org/diseases-conditions/diverticulitis/symptoms-causes/syc-20371758,diverticulitis,14,"This common colon disease develops when small pouches form in the colon wall and become infected, causing pain, fever and abnormal bowel function.",146,47481,1432,10,4,76,47,69,46,0.0,2020-05-07
510,https://www.mayoclinic.org/diseases-conditions/dizziness/symptoms-causes/syc-20371787,dizziness,9,Dizziness has many possible causes. How long it lasts and any other symptoms you have can help pinpoint the cause.,114,53034,2056,10,4,74,47,71,47,1.0,2020-04-15
511,https://www.mayoclinic.org/diseases-conditions/double-uterus/symptoms-causes/syc-20352261,double uterus,13,"Learn about symptoms, diagnosis and treatment of this uncommon abnormality of the uterus that's present at birth.",113,41263,1058,12,5,71,44,67,45,0.0,2019-05-01
512,https://www.mayoclinic.org/diseases-conditions/down-syndrome/symptoms-causes/syc-20355977,down syndrome,13,Down syndrome is a genetic disorder caused when abnormal cell division results in extra genetic material from chromosome 21.,124,53187,2285,12,5,74,48,68,46,0.0,2018-03-08
513,https://www.mayoclinic.org/diseases-conditions/dresslers-syndrome/symptoms-causes/syc-20371811,dressler's syndrome,19,Learn about the symptoms and treatment of inflammation of the sac surrounding the heart in post-cardiac injury syndromes.,121,44225,1191,16,7,70,45,67,45,0.0,2018-06-19
514,https://www.mayoclinic.org/diseases-conditions/foot-drop/symptoms-causes/syc-20372628,foot drop,9,Foot drop is a general term that describes a difficulty in lifting the front part of the foot. It's often caused by compression of a nerve.,139,43594,1198,16,7,74,48,67,45,0.0,2017-12-14
515,https://www.mayoclinic.org/diseases-conditions/drug-allergy/symptoms-causes/syc-20371835,drug allergy,12,"Learn which drugs are more likely to cause an allergic reaction, what symptoms look like and what treatments can calm such a reaction.",134,46701,1630,7,2,73,44,67,45,0.0,2017-12-16
516,https://www.mayoclinic.org/diseases-conditions/dry-mouth/symptoms-causes/syc-20356048,dry mouth,9,Dry mouth (xerostomia) refers to a condition in which the salivary glands in your mouth don't make enough saliva to keep your mouth wet.,136,45956,1392,8,3,68,42,69,46,1.0,2018-02-01
517,https://www.mayoclinic.org/diseases-conditions/dry-skin/symptoms-causes/syc-20353885,dry skin,8,"Dry skin — Comprehensive overview covers causes, risk factors, treatment and prevention. Learn skin care tips that help keep your skin moist and healthy.",153,49361,1679,9,4,72,46,72,49,1.0,2019-08-20
518,https://www.mayoclinic.org/diseases-conditions/dumping-syndrome/symptoms-causes/syc-20371915,dumping syndrome,16,"People who have had stomach or weight-loss surgery may suffer from dumping syndrome, which causes cramping, diarrhea and, sometimes, low blood sugar.",149,46765,1429,9,4,68,43,67,45,0.0,2018-06-13
519,https://www.mayoclinic.org/diseases-conditions/dupuytrens-contracture/symptoms-causes/syc-20371943,dupuytren's contracture,23,"Dupuytren's contracture — Comprehensive overview covers symptoms, risk factors, treatment of this hand condition.",113,43621,1232,7,2,69,43,67,45,0.0,2018-10-12
521,https://www.mayoclinic.org/diseases-conditions/dwarfism/symptoms-causes/syc-20371969,dwarfism,8,Very short stature of 4 feet 10 inches or less that results from a genetic or medical condition is considered dwarfism. Learn about causes and treatment.,153,49967,2080,13,5,70,44,67,45,0.0,2018-08-17
522,https://www.mayoclinic.org/diseases-conditions/dysarthria/symptoms-causes/syc-20371994,dysarthria,10,Dysarthria is a condition that affects muscles used for speaking. Speech therapy and treating the underlying cause may improve speech.,134,43419,1085,11,6,75,49,67,45,0.0,2018-05-18
523,https://www.mayoclinic.org/diseases-conditions/dyshidrosis/symptoms-causes/syc-20352342,dyshidrosis,11,"Learn about the symptoms, causes and treatment of this skin condition that causes little blisters on the hands.",111,44363,1205,9,4,71,45,67,45,0.0,2019-04-05
524,https://www.mayoclinic.org/diseases-conditions/dyslexia/symptoms-causes/syc-20353552,dyslexia,8,Dyslexia is a learning disorder involving difficulty reading due to problems identifying speech sounds and learning how they relate to letters and words.,153,43414,1438,9,4,67,41,67,45,0.0,2017-07-22
525,https://www.mayoclinic.org/diseases-conditions/painful-intercourse/symptoms-causes/syc-20375967,painful intercourse (dyspareunia),33,"Painful intercourse can occur in women for various reasons, ranging from physical problems to emotional concerns. Medications or other therapies may help.",154,45706,1383,10,4,72,45,68,46,0.0,2020-02-07
526,https://www.mayoclinic.org/diseases-conditions/indigestion/symptoms-causes/syc-20352211,indigestion,11,"Is it indigestion or something else? Found out about causes, symptoms and treatment for this common digestive disorder.",119,48560,1401,16,9,78,49,69,46,0.0,2019-04-19
527,https://www.mayoclinic.org/diseases-conditions/persistent-depressive-disorder/symptoms-causes/syc-20350929,persistent depressive disorder (dysthymia),42,"Also called dysthymia, this chronic form of depression may cause you to lose interest in life, feel hopeless, lack productivity and have low self-esteem.",153,49150,1891,8,3,70,44,67,45,0.0,2018-12-08
528,https://www.mayoclinic.org/diseases-conditions/dystonia/symptoms-causes/syc-20350480,dystonia,8,Find out more about this painful muscle contraction disorder and ways to improve muscle function.,97,48588,1492,14,7,83,54,68,46,0.0,2020-04-25
529,https://www.mayoclinic.org/diseases-conditions/e-coli/symptoms-causes/syc-20372058,e. coli,7,"Most strains of E. coli bacteria are harmless, but some can cause severe symptoms. Learn about symptoms and treatment of this common foodborne illness.",151,51214,2108,7,2,73,43,70,48,1.0,2019-07-09
530,https://www.mayoclinic.org/diseases-conditions/ear-infections/symptoms-causes/syc-20351616,ear infection (middle ear),26,"These usually get better on their own, but sometimes medicine is needed. Find out more about how doctors diagnose and treat this common ear condition.",150,53483,2233,8,3,71,44,69,46,0.0,2019-05-14
531,https://www.mayoclinic.org/diseases-conditions/swimmers-ear/symptoms-causes/syc-20351682,swimmer's ear,13,The moist environment created by water remaining in your ear after swimming can cause this infection in the outer ear canal.,124,49294,1853,11,4,68,42,69,46,0.0,2019-06-28
532,https://www.mayoclinic.org/diseases-conditions/ruptured-eardrum/symptoms-causes/syc-20351879,ruptured eardrum (perforated eardrum),37,"A ruptured eardrum is a hole or tear in your eardrum, the thin tissue that separates your ear canal from your middle ear.",121,50580,1771,9,4,71,44,69,46,0.0,2019-10-03
533,https://www.mayoclinic.org/diseases-conditions/precocious-puberty/symptoms-causes/syc-20351811,precocious puberty,18,"Read about the signs and symptoms, causes, and risk factors that may cause a child's body to begin changing into an adult's body too soon.",138,47636,1772,15,6,72,45,67,45,0.0,2019-04-05
534,https://www.mayoclinic.org/diseases-conditions/eating-disorders/symptoms-causes/syc-20353603,eating disorders,16,"Eating disorders, such as anorexia, bulimia and binge-eating disorder, seriously impact health. Learn about symptoms and treatments.",132,53409,2660,7,2,71,44,69,47,0.0,2018-02-22
537,https://www.mayoclinic.org/diseases-conditions/premature-ventricular-contractions/symptoms-causes/syc-20376757,premature ventricular contractions (pvcs),41,Premature ventricular contractions (PVCs) are extra heartbeats that disrupt your regular heart rhythm. PVCs are common.,119,45411,1300,26,15,73,46,67,45,0.0,2019-11-13
538,https://www.mayoclinic.org/diseases-conditions/ectopic-pregnancy/symptoms-causes/syc-20372088,ectopic pregnancy,17,"Ectopic pregnancy occurs outside the uterus, threatening the mother's life. It can't continue normally. But swift treatment can prevent deadly blood loss.",154,47328,1462,8,3,71,44,69,46,1.0,2020-02-28
539,https://www.mayoclinic.org/diseases-conditions/ectropion/symptoms-causes/syc-20351164,ectropion,9,Ectropion is an eye condition in which your eyelid sags or turns outward. Find out about causes and treatment for this common eye problem.,138,44731,1329,7,2,71,44,67,45,0.0,2019-01-11
540,https://www.mayoclinic.org/diseases-conditions/erectile-dysfunction/symptoms-causes/syc-20355776,erectile dysfunction,20,Understand what can cause the inability to get and keep an erection firm enough for sex and the possible treatment options.,123,59994,1838,18,11,88,57,76,52,1.0,2020-03-27
541,https://www.mayoclinic.org/diseases-conditions/edema/symptoms-causes/syc-20366493,edema,5,"Learn about the symptoms, causes and treatment of edema — swelling caused by an excess of fluid in body tissues — as well as things you can do at home.",151,45133,1621,7,2,67,41,67,45,1.0,2017-10-26
542,https://www.mayoclinic.org/diseases-conditions/pulmonary-edema/symptoms-causes/syc-20377009,pulmonary edema,15,"Get more information about what causes this potentially life-threatening lung condition, and learn how to treat and prevent it.",127,62899,3497,23,14,74,47,67,45,0.0,2018-08-08
543,https://www.mayoclinic.org/diseases-conditions/ehlers-danlos-syndrome/symptoms-causes/syc-20362125,ehlers-danlos syndrome,22,"Learn about these complex genetic disorders that cause problems with connective tissue in the skin, joints and blood vessel walls.",130,45015,1392,11,4,76,47,67,45,0.0,2017-10-13
544,https://www.mayoclinic.org/diseases-conditions/eisenmenger-syndrome/symptoms-causes/syc-20350580,eisenmenger syndrome,20,"There's no cure for this serious complication of a heart defect, but treatments can help control symptoms and improve quality of life.",134,55840,2471,28,17,80,52,67,45,0.0,2018-08-09
545,https://www.mayoclinic.org/diseases-conditions/prehypertension/symptoms-causes/syc-20376703,elevated blood pressure,23,"If your blood pressure is slightly elevated, eating better and moving more can help keep it from becoming high blood pressure.",126,43402,1452,7,2,71,44,67,45,0.0,2018-10-05
546,https://www.mayoclinic.org/diseases-conditions/pulmonary-embolism/symptoms-causes/syc-20354647,pulmonary embolism,18,Pulmonary embolism is often caused by blood clots that travel to the lungs from the legs. Prevention is aimed at stopping clots from forming in the legs.,153,55347,2343,18,13,76,49,68,46,1.0,2020-01-10
547,https://www.mayoclinic.org/diseases-conditions/emphysema/symptoms-causes/syc-20355555,emphysema,9,Emphysema is a lung problem that makes it hard to catch your breath. It's one of the conditions that make up chronic obstructive pulmonary disease (COPD).,154,51213,1700,15,7,79,51,69,47,1.0,2017-04-28
548,https://www.mayoclinic.org/diseases-conditions/encephalitis/symptoms-causes/syc-20356136,encephalitis,12,Learn about this potentially life-threatening condition associated with inflammation of the brain and what you can do to prevent the condition.,143,58161,2449,15,6,79,50,68,46,1.0,2020-04-17
549,https://www.mayoclinic.org/diseases-conditions/encopresis/symptoms-causes/syc-20354494,encopresis,10,"Encopresis, also called fecal incontinence or soiling, occurs when constipation causes impacted stool to fill the colon, and liquid stool leaks out.",148,43275,1439,10,4,69,43,67,45,0.0,2019-09-14
550,https://www.mayoclinic.org/diseases-conditions/end-stage-renal-disease/symptoms-causes/syc-20354532,end-stage renal disease,23,"Learn about end-stage renal disease (ESRD), kidney failure symptoms, kidney disease stages and treatments including kidney dialysis and kidney transplant.",154,52144,1886,28,15,76,47,67,45,0.0,2019-08-17
551,https://www.mayoclinic.org/diseases-conditions/endocarditis/symptoms-causes/syc-20352576,endocarditis,12,Learn about the causes and treatments for this infection of the inner lining of the heart chambers and valves (endocardium) and find out how to prevent it.,155,54402,2315,17,8,75,48,67,45,0.0,2018-03-06
552,https://www.mayoclinic.org/diseases-conditions/uterine-polyps/symptoms-causes/syc-20378709,uterine polyps,14,Uterine polyps are tissue growths inside the uterus that can cause abnormal uterine bleeding or infertility. Learn about uterine polyp tests and treatment.,155,44089,1083,10,4,70,44,68,46,0.0,2018-07-24
553,https://www.mayoclinic.org/diseases-conditions/endometriosis/symptoms-causes/syc-20354656,endometriosis,13,"Learn about endometriosis, including possible treatments for this condition that causes pain and sometimes infertility.",119,64202,2167,10,4,101,64,72,49,1.0,2019-10-16
554,https://www.mayoclinic.org/diseases-conditions/gynecomastia/symptoms-causes/syc-20351793,enlarged breasts in men (gynecomastia),38,Learn how an imbalance of the hormones estrogen and testosterone can cause swelling of the breast tissue in boys or men.,120,50377,1688,19,8,77,50,67,45,1.0,2019-10-02
555,https://www.mayoclinic.org/diseases-conditions/enlarged-liver/symptoms-causes/syc-20372167,enlarged liver,14,"Having a larger than normal liver is a sign of a serious problem, such as liver disease, congestive heart failure or cancer.",124,47510,1453,17,8,72,46,67,45,0.0,2020-04-18
556,https://www.mayoclinic.org/diseases-conditions/enlarged-spleen/symptoms-causes/syc-20354326,enlarged spleen (splenomegaly),30,"Learn about spleen location, spleen pain and other symptoms, and possible causes and treatments for enlarged spleen (splenomegaly).",131,48821,1465,22,10,78,51,67,45,0.0,2019-08-30
557,https://www.mayoclinic.org/diseases-conditions/goiter/symptoms-causes/syc-20351829,goiter,6,"Pregnancy, inflammation and too little iodine in the diet are a few causes of this enlargement of the thyroid gland.",116,51971,1885,11,5,72,45,67,45,0.0,2019-11-27
558,https://www.mayoclinic.org/diseases-conditions/entropion/symptoms-causes/syc-20351125,entropion,9,"In entropion, your eyelid turns inward, causing lashes and skin to rub against the eye. Learn about causes and treatment for this irritating eye condition.",155,44761,1389,7,2,71,44,67,45,0.0,2019-01-16
559,https://www.mayoclinic.org/diseases-conditions/eosinophilic-esophagitis/symptoms-causes/syc-20372197,eosinophilic esophagitis,24,Eosinophilic esophagitis (EOE) can mimic gastroesophageal reflux disease. Here’s how the two conditions differ in cause and treatment.,134,51287,1885,7,2,74,45,68,46,0.0,2017-12-09
560,https://www.mayoclinic.org/diseases-conditions/tennis-elbow/symptoms-causes/syc-20351987,tennis elbow,12,Tennis elbow — Painful condition is caused by repetitive motions of the wrist and arm. Non-athletes are also affected. Learn how to prevent and treat it.,153,47217,1309,15,6,77,47,69,46,0.0,2019-02-14
561,https://www.mayoclinic.org/diseases-conditions/epidermolysis-bullosa/symptoms-causes/syc-20361062,epidermolysis bullosa,21,"Learn about this group of inherited skin diseases that often shows up in infancy and cause fragile, blistering skin. Severe forms may be life-threatening.",154,60555,2292,11,5,77,50,67,45,0.0,2018-03-08
562,https://www.mayoclinic.org/diseases-conditions/epididymitis/symptoms-causes/syc-20363853,epididymitis,12,"Understand the causes of and treatments for epididymitis, an inflammation of the coiled tube (epididymis) at the back of the testicle that stores and carries sperm.",164,45517,1246,9,3,70,44,67,45,0.0,2019-07-11
563,https://www.mayoclinic.org/diseases-conditions/intracranial-hematoma/symptoms-causes/syc-20356145,intracranial hematoma,21,"An intracranial hematoma is a serious, possibly life-threatening, complication of head trauma. Find out more signs and symptoms of intracranial hematoma. ",154,46634,1629,14,7,71,45,67,45,0.0,2018-05-01
564,https://www.mayoclinic.org/diseases-conditions/epiglottitis/symptoms-causes/syc-20372227,epiglottitis,12,Prompt treatment is essential for a blocked windpipe.,53,49265,1790,11,4,70,44,67,45,0.0,2018-09-08
565,https://www.mayoclinic.org/diseases-conditions/epilepsy/symptoms-causes/syc-20350093,epilepsy,8,"Learn about epilepsy symptoms, possible causes of epilepsy and how epilepsy is treated, including surgical treatment options.",125,63278,2749,40,21,90,60,73,51,0.0,2020-05-05
567,https://www.mayoclinic.org/diseases-conditions/parvovirus-infection/symptoms-causes/syc-20376085,parvovirus infection,20,"Learn more about the symptoms, causes, treatment and prevention of this common childhood infection — sometimes called slapped-cheek disease.",140,46764,1569,10,5,69,43,67,45,0.0,2020-04-15
568,https://www.mayoclinic.org/diseases-conditions/stevens-johnson-syndrome/symptoms-causes/syc-20355936,stevens-johnson syndrome,24,"Learn more about the causes of this rare disorder of the skin and mucous membranes, its early signs, and whether it's preventable.",130,48332,1630,9,4,71,44,67,45,0.0,2020-04-14
569,https://www.mayoclinic.org/diseases-conditions/esophageal-spasms/symptoms-causes/syc-20372250,esophageal spasms,17,"Esophageal spasms — Comprehensive overview covers symptoms, treatment of abnormal muscle spasms in the esophagus.",113,43466,1246,9,3,71,45,67,45,0.0,2018-11-06
570,https://www.mayoclinic.org/diseases-conditions/esophageal-varices/symptoms-causes/syc-20351538,esophageal varices,18,Learn how to spot and what to do if you experience signs of this serious complication of liver disease.,103,51000,2012,14,7,74,47,67,45,0.0,2019-02-14
571,https://www.mayoclinic.org/diseases-conditions/esophagitis/symptoms-causes/syc-20361224,esophagitis,11,Learn more about the causes and treatment of inflammation of the esophagus.,75,53246,2287,7,2,76,46,67,45,0.0,2020-04-03
572,https://www.mayoclinic.org/diseases-conditions/essential-thrombocythemia/symptoms-causes/syc-20361064,essential thrombocythemia,25,"This disorder can cause your body to make excess blood clots because there are too many platelets, a sticky component of blood cells.",133,47531,1629,14,6,78,49,67,45,0.0,2017-10-07
573,https://www.mayoclinic.org/diseases-conditions/essential-tremor/symptoms-causes/syc-20350534,essential tremor,16,Find out more about this disorder that causes uncontrollable shaking and learn how it differs from Parkinson's disease.,119,45934,1429,11,5,75,47,67,45,0.0,2019-01-23
575,https://www.mayoclinic.org/diseases-conditions/ewing-sarcoma/symptoms-causes/syc-20351071,ewing sarcoma,13,"Learn about diagnosis and treatment of this bone and soft tissue cancer, including chemotherapy, radiation, proton beam therapy and limb-saving surgery.",152,45477,1310,21,11,80,52,68,46,0.0,2020-02-06
576,https://www.mayoclinic.org/diseases-conditions/hirsutism/symptoms-causes/syc-20354935,hirsutism,9,Learn more about causes and complications of unwanted excess hair in women and what self-care methods and medical treatments are effective.,139,45389,1327,13,6,70,46,67,45,0.0,2019-12-14
577,https://www.mayoclinic.org/diseases-conditions/menorrhagia/symptoms-causes/syc-20352829,menorrhagia (heavy menstrual bleeding),38,Heavy periods or irregular periods can be annoying and disrupt your life. Learn about treatments that can help with menstrual cycle problems.,141,53951,1860,13,6,79,51,67,45,0.0,2017-07-15
578,https://www.mayoclinic.org/diseases-conditions/exercise-headaches/symptoms-causes/syc-20372276,exercise headaches,18,"Exercise headaches — Comprehensive overview covers causes, treatments of this puzzling disorder.",96,43762,1178,11,6,72,46,69,46,0.0,2020-04-15
580,https://www.mayoclinic.org/diseases-conditions/eye-floaters/symptoms-causes/syc-20372346,eye floaters,12,"Many people over age 50 experience eye floaters. Learn more about this common problem, including causes, other risk factors and treatment options.",146,48769,1667,8,3,70,44,68,46,0.0,2019-03-12
581,https://www.mayoclinic.org/diseases-conditions/eyestrain/symptoms-causes/syc-20372397,eyestrain,9,Gazing for long stretches at computer or digital screens is a frequent eyestrain culprit. Find out how to relieve — and prevent — this common problem.,150,44550,1226,7,2,68,42,71,48,0.0,2018-10-18
582,https://www.mayoclinic.org/diseases-conditions/factitious-disorder/symptoms-causes/syc-20356028,factitious disorder,19,"Factitious disorder ― a serious mental disorder in which someone deceives others by appearing sick, by purposely getting sick or by self-injury.",144,47067,1919,7,2,69,42,67,45,0.0,2019-12-14
583,https://www.mayoclinic.org/diseases-conditions/factor-v-leiden/symptoms-causes/syc-20372423,factor v leiden,15,"This inherited clotting disorder can increase your chance of developing abnormal blood clots, most commonly in your legs or lungs.",130,43476,1356,9,3,70,43,67,45,0.0,2018-07-19
584,https://www.mayoclinic.org/diseases-conditions/flatfeet/symptoms-causes/syc-20372604,flatfeet,8,"Flatfeet — Comprehensive overview covers causes, treatment of this often symptomless foot condition.",100,42913,1074,11,4,71,44,67,45,0.0,2018-04-24
585,https://www.mayoclinic.org/diseases-conditions/tetralogy-of-fallot/symptoms-causes/syc-20353477,tetralogy of fallot,19,Learn more about a rare condition caused by a combination of four heart defects that are present at birth (congenital).,119,53747,1925,27,17,82,52,68,46,0.0,2018-03-09
587,https://www.mayoclinic.org/diseases-conditions/familial-hypercholesterolemia/symptoms-causes/syc-20353755,familial hypercholesterolemia,29,"Familial hypercholesterolemia — Comprehensive overview covers signs, symptoms and treatments.",93,41644,1231,10,4,69,43,67,45,0.0,2018-12-20
588,https://www.mayoclinic.org/diseases-conditions/familial-mediterranean-fever/symptoms-causes/syc-20372470,familial mediterranean fever,28,"Learn about the symptoms, complications and treatment of this inherited inflammatory disorder.",94,42698,1408,8,2,67,41,68,46,0.0,2018-06-05
589,https://www.mayoclinic.org/diseases-conditions/farsightedness/symptoms-causes/syc-20372495,farsightedness,14,"Do you see distant objects clearly, but develop a blur as they come close? This vision problem, called farsightedness, is easily corrected with prescription lenses.",164,50614,1791,8,3,70,44,69,46,0.0,2018-06-12
590,https://www.mayoclinic.org/diseases-conditions/febrile-seizure/symptoms-causes/syc-20372522,febrile seizure,15,Febrile seizures — these are frightening but generally harmless seizures that affect infants and young children.,112,45636,1564,12,5,71,45,67,45,0.0,2019-06-18
593,https://www.mayoclinic.org/diseases-conditions/hip-impingement/symptoms-causes/syc-20353204,hip impingement,15,"When the ball and socket of the hip joint don't fit together properly, it can damage cartilage and cause pain and arthritis in young adults.",140,39620,936,8,3,70,43,69,47,0.0,2017-08-16
594,https://www.mayoclinic.org/diseases-conditions/fetal-alcohol-syndrome/symptoms-causes/syc-20352901,fetal alcohol syndrome,22,"Fetal alcohol syndrome results from alcohol exposure during the mother's pregnancy, causing irreversible brain damage and growth problems in the child.",151,46115,1756,7,2,67,41,67,45,0.0,2018-01-10
595,https://www.mayoclinic.org/diseases-conditions/fetal-macrosomia/symptoms-causes/syc-20372579,fetal macrosomia,16,"When a baby in utereo grows much larger than average for gestational age, it can lead to complications during childbirth for both mother and baby.",146,52091,2058,8,3,72,45,69,46,0.0,2018-05-19
596,https://www.mayoclinic.org/diseases-conditions/fever/symptoms-causes/syc-20352759,fever,5,"Medications can lower a fever, but sometimes it's better left untreated. Fever may play a key role in helping your body fight off a number of infections.",153,52675,2315,9,4,72,45,70,47,1.0,2020-05-13
597,https://www.mayoclinic.org/diseases-conditions/fibroadenoma/symptoms-causes/syc-20352752,fibroadenoma,12,"A fibroadenoma is a type of noncancerous (benign) breast lump.  Unless you have symptoms that bother you, treatment might not be needed.",136,42624,1140,14,6,71,45,67,45,0.0,2020-05-07
